PAW protein_summary_9 results file
written: Fri Apr 24 07:34:56 2020

 	=subtotal(109,B6:B5436)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
4711.0	1	sp|Q9NTJ3|SMC4_HUMAN	 	8.6	1288	147180	Structural maintenance of chromosomes protein 4 OS=Homo sapiens (Human) OX=9606 GN=SMC4 PE=1 SV=2	17	17	1.000	6	3	8	6	3	8	6.000	3.000	8.000	 
4712.0	1	sp|Q9NTJ4|MA2C1_HUMAN	 	4.3	1040	115834	Alpha-mannosidase 2C1 OS=Homo sapiens (Human) OX=9606 GN=MAN2C1 PE=1 SV=1	6	6	1.000	1	1	4	1	1	4	1.000	1.000	4.000	 
4713.0	1	sp|Q9NTJ5|SAC1_HUMAN	 	28.1	587	66966	Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens (Human) OX=9606 GN=SACM1L PE=1 SV=2	40	40	1.000	12	16	12	12	16	12	12.000	16.000	12.000	 
4714.0	1	sp|Q9NTK5|OLA1_HUMAN	 	56.8	396	44743	Obg-like ATPase 1 OS=Homo sapiens (Human) OX=9606 GN=OLA1 PE=1 SV=2	108	108	1.000	38	31	39	38	31	39	38.000	31.000	39.000	 
4715.0	1	sp|Q9NTW7|ZF64B_HUMAN	 	2.6	645	72216	Zinc finger protein 64 OS=Homo sapiens (Human) OX=9606 GN=ZFP64 PE=1 SV=3	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000	 
4716.0	1	sp|Q9NTX5|ECHD1_HUMAN	 	43.3	307	33698	Ethylmalonyl-CoA decarboxylase OS=Homo sapiens (Human) OX=9606 GN=ECHDC1 PE=1 SV=2	20	20	1.000	6	5	9	6	5	9	6.000	5.000	9.000	 
4717.0	1	sp|Q9NTZ6|RBM12_HUMAN	 	18.1	932	97394	RNA-binding protein 12 OS=Homo sapiens (Human) OX=9606 GN=RBM12 PE=1 SV=1	37	37	1.000	11	13	13	11	13	13	11.000	13.000	13.000	 
4718.0	1	sp|Q9NU22|MDN1_HUMAN	 	1.5	5596	632813	Midasin OS=Homo sapiens (Human) OX=9606 GN=MDN1 PE=1 SV=2	10	10	1.000	3	0	7	3	0	7	3.000	0.000	7.000	 
4719.0	1	sp|Q9NUB1|ACS2L_HUMAN	 	10.3	689	74856	Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACSS1 PE=1 SV=2	11	11	1.000	4	4	3	4	4	3	4.000	4.000	3.000	 
4720.0	1	sp|Q9NUG6|PDRG1_HUMAN	 	21.1	133	15511	p53 and DNA damage-regulated protein 1 OS=Homo sapiens (Human) OX=9606 GN=PDRG1 PE=1 SV=2	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000	 
4721.0	1	sp|Q9NUI1|DECR2_HUMAN	 	7.9	292	30777	Peroxisomal 2,4-dienoyl-CoA reductase OS=Homo sapiens (Human) OX=9606 GN=DECR2 PE=1 SV=1	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000	 
4722.0	1	sp|Q9NUJ1|ABHDA_HUMAN	 	23.2	306	33932	Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ABHD10 PE=1 SV=1	23	23	1.000	6	9	8	6	9	8	6.000	9.000	8.000	 
4723.0	1	sp|Q9NUL3|STAU2_HUMAN	 	9.5	570	62608	Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens (Human) OX=9606 GN=STAU2 PE=1 SV=2	17	9	0.529	8	5	4	4	3	2	4.889	3.353	2.250	sp|O95793|STAU1_HUMAN, sp|Q9NUL3|STAU2_HUMAN
4724.0	1	sp|Q9NUL5|SHFL_HUMAN	 	21.3	291	33110	Shiftless antiviral inhibitor of ribosomal frameshifting protein OS=Homo sapiens (Human) OX=9606 GN=SHFL PE=1 SV=2	12	12	1.000	2	4	6	2	4	6	2.000	4.000	6.000	 
4725.0	1	sp|Q9NUM4|T106B_HUMAN	 	10.6	274	31127	Transmembrane protein 106B OS=Homo sapiens (Human) OX=9606 GN=TMEM106B PE=1 SV=2	6	6	1.000	3	3	0	3	3	0	3.000	3.000	0.000	 
4726.0	1	sp|Q9NUP9|LIN7C_HUMAN	 	33.5	197	21834	Protein lin-7 homolog C OS=Homo sapiens (Human) OX=9606 GN=LIN7C PE=1 SV=1	13	13	1.000	1	5	7	1	5	7	1.000	5.000	7.000	 
4727.0	1	sp|Q9NUQ2|PLCE_HUMAN	 	6.3	364	42072	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Homo sapiens (Human) OX=9606 GN=AGPAT5 PE=1 SV=3	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000	 
4728.0	1	sp|Q9NUQ3|TXLNG_HUMAN	 	8.1	528	60585	Gamma-taxilin OS=Homo sapiens (Human) OX=9606 GN=TXLNG PE=1 SV=2	6	5	0.833	4	1	1	3	1	1	3.188	1.000	1.000	sp|P40222|TXLNA_HUMAN, sp|Q9NUQ3|TXLNG_HUMAN
4729.0	1	sp|Q9NUQ6|SPS2L_HUMAN	 	27.8	558	61728	SPATS2-like protein OS=Homo sapiens (Human) OX=9606 GN=SPATS2L PE=1 SV=2	24	24	1.000	7	12	5	7	12	5	7.000	12.000	5.000	 
4730.0	1	sp|Q9NUQ7|UFSP2_HUMAN	 	7.7	469	53261	Ufm1-specific protease 2 OS=Homo sapiens (Human) OX=9606 GN=UFSP2 PE=1 SV=3	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
4731.0	1	sp|Q9NUQ8|ABCF3_HUMAN	 	6.8	709	79744	ATP-binding cassette sub-family F member 3 OS=Homo sapiens (Human) OX=9606 GN=ABCF3 PE=1 SV=2	10	10	1.000	3	6	1	3	6	1	3.000	6.000	1.000	 
4732.0	1	sp|Q9NUQ9|FA49B_HUMAN	 	71.6	324	36748	Protein FAM49B OS=Homo sapiens (Human) OX=9606 GN=FAM49B PE=1 SV=1	90	78	0.867	29	29	32	26	26	26	28.786	29.000	31.778	sp|Q9H0Q0|FA49A_HUMAN, sp|Q9NUQ9|FA49B_HUMAN
4733.0	1	sp|Q9NUT2|MITOS_HUMAN	 	4.1	735	79988	Mitochondrial potassium channel ATP-binding subunit OS=Homo sapiens (Human) OX=9606 GN=ABCB8 PE=1 SV=3	7	1	0.143	3	1	3	0	0	1	1.000	0.500	1.667	sp|O15439|MRP4_HUMAN, sp|Q03519|TAP2_HUMAN, sp|Q9NRK6|ABCBA_HUMAN, sp|Q9NUT2|MITOS_HUMAN
4734.0	1	sp|Q9NUU6|OTULL_HUMAN	 	4.5	356	42195	Inactive ubiquitin thioesterase OTULINL OS=Homo sapiens (Human) OX=9606 GN=OTULINL PE=1 SV=1	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	 
4735.0	1	sp|Q9NUU7|DD19A_HUMAN	 	32.2	478	53974	ATP-dependent RNA helicase DDX19A OS=Homo sapiens (Human) OX=9606 GN=DDX19A PE=1 SV=1	51	7	0.137	16	17	18	3	2	2	12.750	17.000	18.000	sp|Q9NUU7|DD19A_HUMAN, sp|Q9UMR2|DD19B_HUMAN
4736.0	1	sp|Q9NUV9|GIMA4_HUMAN	 	48.0	329	37533	GTPase IMAP family member 4 OS=Homo sapiens (Human) OX=9606 GN=GIMAP4 PE=1 SV=1	55	55	1.000	18	14	23	18	14	23	18.000	14.000	23.000	 
4737.0	1	sp|Q9NUY8|TBC23_HUMAN	 	7.3	699	78321	TBC1 domain family member 23 OS=Homo sapiens (Human) OX=9606 GN=TBC1D23 PE=1 SV=3	6	6	1.000	1	3	2	1	3	2	1.000	3.000	2.000	 
4738.0	1	sp|Q9NV70|EXOC1_HUMAN	 	10.0	894	101980	Exocyst complex component 1 OS=Homo sapiens (Human) OX=9606 GN=EXOC1 PE=1 SV=4	14	14	1.000	3	5	6	3	5	6	3.000	5.000	6.000	 
4739.0	1	sp|Q9NV88|INT9_HUMAN	 	3.6	658	73814	Integrator complex subunit 9 OS=Homo sapiens (Human) OX=9606 GN=INTS9 PE=1 SV=2	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000	 
4740.0	1	sp|Q9NV96|CC50A_HUMAN	 	12.7	361	40683	Cell cycle control protein 50A OS=Homo sapiens (Human) OX=9606 GN=TMEM30A PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
4741.0	1	sp|Q9NVA2|SEP11_HUMAN	 	47.1	429	49398	Septin-11 OS=Homo sapiens (Human) OX=9606 GN=SEPTIN11 PE=1 SV=3	112	42	0.375	40	39	33	17	14	11	29.847	25.199	20.543	sp|Q14141|SEPT6_HUMAN, sp|Q16181|SEPT7_HUMAN, sp|Q92599|SEPT8_HUMAN, sp|Q9NVA2|SEP11_HUMAN, sp|Q9P0V9|SEP10_HUMAN
4742.0	1	sp|Q9NVD7|PARVA_HUMAN	 	41.9	372	42243	Alpha-parvin OS=Homo sapiens (Human) OX=9606 GN=PARVA PE=1 SV=1	48	44	0.917	16	17	15	14	16	14	16.000	17.000	14.933	sp|Q9HBI1|PARVB_HUMAN, sp|Q9NVD7|PARVA_HUMAN
4743.0	1	sp|Q9NVE7|PANK4_HUMAN	 	6.3	773	85990	4'-phosphopantetheine phosphatase OS=Homo sapiens (Human) OX=9606 GN=PANK4 PE=1 SV=1	10	10	1.000	3	4	3	3	4	3	3.000	4.000	3.000	 
4744.0	1	sp|Q9NVH1|DJC11_HUMAN	 	18.4	559	63277	DnaJ homolog subfamily C member 11 OS=Homo sapiens (Human) OX=9606 GN=DNAJC11 PE=1 SV=2	14	14	1.000	5	4	5	5	4	5	5.000	4.000	5.000	 
4745.0	1	sp|Q9NVH2|INT7_HUMAN	 	7.2	962	106833	Integrator complex subunit 7 OS=Homo sapiens (Human) OX=9606 GN=INTS7 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
4746.0	1	sp|Q9NVH6|TMLH_HUMAN	 	10.5	421	49517	Trimethyllysine dioxygenase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TMLHE PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
4747.0	1	sp|Q9NVI7|ATD3A_HUMAN	 	39.7	634	71368	ATPase family AAA domain-containing protein 3A OS=Homo sapiens (Human) OX=9606 GN=ATAD3A PE=1 SV=2	74	39	0.527	23	22	29	11	13	15	21.154	21.357	26.667	sp|Q5T9A4|ATD3B_HUMAN, sp|Q9NVI7|ATD3A_HUMAN
4748.0	1	sp|Q9NVJ2|ARL8B_HUMAN	 	44.6	186	21539	ADP-ribosylation factor-like protein 8B OS=Homo sapiens (Human) OX=9606 GN=ARL8B PE=1 SV=1	28	11	0.393	11	10	7	3	4	4	9.000	8.000	5.333	sp|Q96BM9|ARL8A_HUMAN, sp|Q9NVJ2|ARL8B_HUMAN
4749.0	1	sp|Q9NVM6|DJC17_HUMAN	 	8.6	304	34687	DnaJ homolog subfamily C member 17 OS=Homo sapiens (Human) OX=9606 GN=DNAJC17 PE=1 SV=1	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	 
4750.0	1	sp|Q9NVM9|INT13_HUMAN	 	6.2	706	80224	Integrator complex subunit 13 OS=Homo sapiens (Human) OX=9606 GN=INTS13 PE=1 SV=2	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
4751.0	1	sp|Q9NVN8|GNL3L_HUMAN	 	2.7	582	65572	Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens (Human) OX=9606 GN=GNL3L PE=1 SV=1	3	1	0.333	1	0	2	0	0	1	0.000	0.000	1.143	sp|Q9BVP2|GNL3_HUMAN, sp|Q9NVN8|GNL3L_HUMAN
4752.0	1	sp|Q9NVP1|DDX18_HUMAN	 	29.9	670	75406	ATP-dependent RNA helicase DDX18 OS=Homo sapiens (Human) OX=9606 GN=DDX18 PE=1 SV=2	47	47	1.000	10	16	21	10	16	21	10.000	16.000	21.000	 
4753.0	1	sp|Q9NVS2|RT18A_HUMAN	 	15.3	196	22184	39S ribosomal protein S18a, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPS18A PE=1 SV=1	5	5	1.000	0	4	1	0	4	1	0.000	4.000	1.000	 
4754.0	1	sp|Q9NVS9|PNPO_HUMAN	 	19.2	261	29988	Pyridoxine-5'-phosphate oxidase OS=Homo sapiens (Human) OX=9606 GN=PNPO PE=1 SV=1	14	14	1.000	4	4	6	4	4	6	4.000	4.000	6.000	 
4755.0	1	sp|Q9NVT9|ARMC1_HUMAN	 	15.6	282	31280	Armadillo repeat-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=ARMC1 PE=1 SV=1	11	11	1.000	3	5	3	3	5	3	3.000	5.000	3.000	 
4756.0	1	sp|Q9NVU7|SDA1_HUMAN	 	2.6	687	79870	Protein SDA1 homolog OS=Homo sapiens (Human) OX=9606 GN=SDAD1 PE=1 SV=3	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
4757.0	1	sp|Q9NVV4|PAPD1_HUMAN	 	8.2	582	66171	Poly(A) RNA polymerase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MTPAP PE=1 SV=1	7	7	1.000	0	2	5	0	2	5	0.000	2.000	5.000	 
4758.0	1	sp|Q9NVV5|AIG1_HUMAN	 	19.6	245	28222	Androgen-induced gene 1 protein OS=Homo sapiens (Human) OX=9606 GN=AIG1 PE=1 SV=2	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000	 
4759.0	1	sp|Q9NVX2|NLE1_HUMAN	 	6.6	485	53320	Notchless protein homolog 1 OS=Homo sapiens (Human) OX=9606 GN=NLE1 PE=1 SV=4	6	6	1.000	0	3	3	0	3	3	0.000	3.000	3.000	 
4760.0	1	sp|Q9NVZ3|NECP2_HUMAN	 	31.2	263	28338	Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens (Human) OX=9606 GN=NECAP2 PE=1 SV=1	31	31	1.000	12	10	9	12	10	9	12.000	10.000	9.000	 
4761.0	1	sp|Q9NW13|RBM28_HUMAN	 	23.1	759	85737	RNA-binding protein 28 OS=Homo sapiens (Human) OX=9606 GN=RBM28 PE=1 SV=3	40	40	1.000	8	14	18	8	14	18	8.000	14.000	18.000	 
4762.0	1	sp|Q9NW15|ANO10_HUMAN	 	7.7	660	76328	Anoctamin-10 OS=Homo sapiens (Human) OX=9606 GN=ANO10 PE=1 SV=2	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000	 
4763.0	1	sp|Q9NW64|RBM22_HUMAN	 	17.4	420	46895	Pre-mRNA-splicing factor RBM22 OS=Homo sapiens (Human) OX=9606 GN=RBM22 PE=1 SV=1	14	14	1.000	5	5	4	5	5	4	5.000	5.000	4.000	 
4764.0	1	sp|Q9NW68|BSDC1_HUMAN	 	8.8	430	47163	BSD domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=BSDC1 PE=1 SV=1	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	 
4765.0	1	sp|Q9NW82|WDR70_HUMAN	 	7.8	654	73200	WD repeat-containing protein 70 OS=Homo sapiens (Human) OX=9606 GN=WDR70 PE=1 SV=1	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000	 
4766.0	1	sp|Q9NWB6|ARGL1_HUMAN	 	17.6	273	33216	Arginine and glutamate-rich protein 1 OS=Homo sapiens (Human) OX=9606 GN=ARGLU1 PE=1 SV=1	21	21	1.000	7	5	9	7	5	9	7.000	5.000	9.000	 
4767.0	1	sp|Q9NWH9|SLTM_HUMAN	 	20.1	1034	117147	SAFB-like transcription modulator OS=Homo sapiens (Human) OX=9606 GN=SLTM PE=1 SV=2	53	53	1.000	20	13	20	20	13	20	20.000	13.000	20.000	 
4768.0	1	sp|Q9NWM8|FKB14_HUMAN	 	16.1	211	24171	Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Homo sapiens (Human) OX=9606 GN=FKBP14 PE=1 SV=1	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000	 
4769.0	1	sp|Q9NWT1|PK1IP_HUMAN	 	6.9	392	43963	p21-activated protein kinase-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=PAK1IP1 PE=1 SV=2	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000	 
4770.0	1	sp|Q9NWU2|GID8_HUMAN	 	39.0	228	26748	Glucose-induced degradation protein 8 homolog OS=Homo sapiens (Human) OX=9606 GN=GID8 PE=1 SV=1	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000	 
4771.0	1	sp|Q9NWU5|RM22_HUMAN	 	18.4	206	23640	39S ribosomal protein L22, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL22 PE=1 SV=1	9	7	0.778	4	4	1	4	3	0	4.000	4.000	0.000	sp|Q9NWU5|RM22_HUMAN, sp|Q9P2P6|STAR9_HUMAN
4772.0	1	sp|Q9NWV4|CZIB_HUMAN	 	35.6	160	18048	CXXC motif containing zinc binding protein OS=Homo sapiens (Human) OX=9606 GN=CZIB PE=1 SV=1	20	20	1.000	5	10	5	5	10	5	5.000	10.000	5.000	 
4773.0	1	sp|Q9NWV8|BABA1_HUMAN	 	6.1	329	36560	BRISC and BRCA1-A complex member 1 OS=Homo sapiens (Human) OX=9606 GN=BABAM1 PE=1 SV=1	10	10	1.000	4	2	4	4	2	4	4.000	2.000	4.000	 
4774.0	1	sp|Q9NWW5|CLN6_HUMAN	 	7.7	311	35919	Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens (Human) OX=9606 GN=CLN6 PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
4775.0	1	sp|Q9NWX6|THG1_HUMAN	 	6.7	298	34830	Probable tRNA(His) guanylyltransferase OS=Homo sapiens (Human) OX=9606 GN=THG1L PE=1 SV=2	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
4776.0	1	sp|Q9NX00|TM160_HUMAN	 	12.2	188	19657	Transmembrane protein 160 OS=Homo sapiens (Human) OX=9606 GN=TMEM160 PE=1 SV=1	5	5	1.000	0	4	1	0	4	1	0.000	4.000	1.000	 
4777.0	1	sp|Q9NX02|NALP2_HUMAN	 	3.7	1062	120514	NACHT, LRR and PYD domains-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=NLRP2 PE=1 SV=1	6	4	0.667	1	2	3	0	2	2	0.500	2.000	3.000	sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN
4778.0	1	sp|Q9NX08|COMD8_HUMAN	 	18.6	183	21090	COMM domain-containing protein 8 OS=Homo sapiens (Human) OX=9606 GN=COMMD8 PE=1 SV=1	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000	 
4779.0	1	sp|Q9NX14|NDUBB_HUMAN	 	39.2	153	17316	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFB11 PE=1 SV=1	20	20	1.000	6	9	5	6	9	5	6.000	9.000	5.000	 
4780.0	1	sp|Q9NX24|NHP2_HUMAN	 	37.9	153	17201	H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens (Human) OX=9606 GN=NHP2 PE=1 SV=1	15	15	1.000	2	7	6	2	7	6	2.000	7.000	6.000	 
4781.0	1	sp|Q9NX40|OCAD1_HUMAN	 	26.9	245	27626	OCIA domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=OCIAD1 PE=1 SV=1	23	23	1.000	9	7	7	9	7	7	9.000	7.000	7.000	 
4782.0	1	sp|Q9NX46|ARHL2_HUMAN	 	28.7	363	38946	ADP-ribose glycohydrolase ARH3 OS=Homo sapiens (Human) OX=9606 GN=ADPRHL2 PE=1 SV=1	30	30	1.000	6	11	13	6	11	13	6.000	11.000	13.000	 
4783.0	1	sp|Q9NX47|MARH5_HUMAN	 	14.0	278	31231	E3 ubiquitin-protein ligase MARCHF5 OS=Homo sapiens (Human) OX=9606 GN=MARCHF5 PE=1 SV=1	6	6	1.000	1	2	3	1	2	3	1.000	2.000	3.000	 
4784.0	1	sp|Q9NX58|LYAR_HUMAN	 	6.1	379	43614	Cell growth-regulating nucleolar protein OS=Homo sapiens (Human) OX=9606 GN=LYAR PE=1 SV=2	10	10	1.000	1	4	5	1	4	5	1.000	4.000	5.000	 
4785.0	1	sp|Q9NX62|IMPA3_HUMAN	 	27.6	359	38681	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase OS=Homo sapiens (Human) OX=9606 GN=IMPAD1 PE=1 SV=1	33	33	1.000	6	15	12	6	15	12	6.000	15.000	12.000	 
4786.0	1	sp|Q9NX63|MIC19_HUMAN	 	46.7	227	26152	MICOS complex subunit MIC19 OS=Homo sapiens (Human) OX=9606 GN=CHCHD3 PE=1 SV=1	92	92	1.000	25	36	31	25	36	31	25.000	36.000	31.000	 
4787.0	1	sp|Q9NX76|CKLF6_HUMAN	 	13.1	183	20419	CKLF-like MARVEL transmembrane domain-containing protein 6 OS=Homo sapiens (Human) OX=9606 GN=CMTM6 PE=1 SV=1	6	6	1.000	1	1	4	1	1	4	1.000	1.000	4.000	 
4788.0	1	sp|Q9NXA8|SIR5_HUMAN	 	14.5	310	33881	NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SIRT5 PE=1 SV=2	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000	 
4789.0	1	sp|Q9NXC5|MIO_HUMAN	 	2.5	875	98583	GATOR complex protein MIOS OS=Homo sapiens (Human) OX=9606 GN=MIOS PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
4790.0	1	sp|Q9NXE4|NSMA3_HUMAN	 	3.0	866	97809	Sphingomyelin phosphodiesterase 4 OS=Homo sapiens (Human) OX=9606 GN=SMPD4 PE=1 SV=3	7	7	1.000	1	2	4	1	2	4	1.000	2.000	4.000	 
4791.0	1	sp|Q9NXF1|TEX10_HUMAN	 	10.3	929	105673	Testis-expressed protein 10 OS=Homo sapiens (Human) OX=9606 GN=TEX10 PE=1 SV=2	15	15	1.000	7	1	7	7	1	7	7.000	1.000	7.000	 
4792.0	1	sp|Q9NXG2|THUM1_HUMAN	 	29.7	353	39315	THUMP domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=THUMPD1 PE=1 SV=2	43	43	1.000	16	15	12	16	15	12	16.000	15.000	12.000	 
4793.0	1	sp|Q9NXH9|TRM1_HUMAN	 	4.9	659	72233	tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens (Human) OX=9606 GN=TRMT1 PE=1 SV=1	3	3	1.000	0	0	3	0	0	3	0.000	0.000	3.000	 
4794.0	1	sp|Q9NXR1|NDE1_HUMAN	 	8.7	335	37720	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens (Human) OX=9606 GN=NDE1 PE=1 SV=3	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
4795.0	1	sp|Q9NXR7|BABA2_HUMAN	 	14.6	383	43551	BRISC and BRCA1-A complex member 2 OS=Homo sapiens (Human) OX=9606 GN=BABAM2 PE=1 SV=2	8	8	1.000	4	2	2	4	2	2	4.000	2.000	2.000	 
4796.0	1	sp|Q9NXS2|QPCTL_HUMAN	 	7.9	382	42924	Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens (Human) OX=9606 GN=QPCTL PE=1 SV=2	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
4797.0	1	sp|Q9NXV6|CARF_HUMAN	 	30.0	580	61124	CDKN2A-interacting protein OS=Homo sapiens (Human) OX=9606 GN=CDKN2AIP PE=1 SV=3	20	20	1.000	5	7	8	5	7	8	5.000	7.000	8.000	 
4798.0	1	sp|Q9NXW2|DJB12_HUMAN	 	11.2	375	41859	DnaJ homolog subfamily B member 12 OS=Homo sapiens (Human) OX=9606 GN=DNAJB12 PE=1 SV=5	5	5	1.000	0	2	3	0	2	3	0.000	2.000	3.000	 
4799.0	1	sp|Q9NY12|GAR1_HUMAN	 	18.0	217	22348	H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens (Human) OX=9606 GN=GAR1 PE=1 SV=1	8	8	1.000	2	3	3	2	3	3	2.000	3.000	3.000	 
4800.0	1	sp|Q9NY15|STAB1_HUMAN	 	7.1	2570	275480	Stabilin-1 OS=Homo sapiens (Human) OX=9606 GN=STAB1 PE=1 SV=3	21	21	1.000	4	6	11	4	6	11	4.000	6.000	11.000	 
4801.0	1	sp|Q9NY27|PP4R2_HUMAN	 	20.6	417	46898	Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens (Human) OX=9606 GN=PPP4R2 PE=1 SV=3	12	12	1.000	5	4	3	5	4	3	5.000	4.000	3.000	 
4802.0	1	sp|Q9NY33|DPP3_HUMAN	 	37.7	737	82588	Dipeptidyl peptidase 3 OS=Homo sapiens (Human) OX=9606 GN=DPP3 PE=1 SV=2	88	88	1.000	27	32	29	27	32	29	27.000	32.000	29.000	 
4803.0	1	sp|Q9NY65|TBA8_HUMAN	 	35.6	449	50093	Tubulin alpha-8 chain OS=Homo sapiens (Human) OX=9606 GN=TUBA8 PE=1 SV=1	355	1	0.003	124	128	103	0	1	0	0.000	7.846	0.000	sp|A6NHL2|TBAL3_HUMAN, sp|P68363|TBA1B_HUMAN, sp|P68366|TBA4A_HUMAN, sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN, sp|Q9NY65|TBA8_HUMAN
4804.0	1	sp|Q9NY93|DDX56_HUMAN	 	10.6	547	61589	Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens (Human) OX=9606 GN=DDX56 PE=1 SV=1	7	7	1.000	1	1	5	1	1	5	1.000	1.000	5.000	 
4805.0	1	sp|Q9NYB0|TE2IP_HUMAN	 	21.3	399	44259	Telomeric repeat-binding factor 2-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=TERF2IP PE=1 SV=1	10	10	1.000	4	4	2	4	4	2	4.000	4.000	2.000	 
4806.0	1	sp|Q9NYB9|ABI2_HUMAN	 	5.7	513	55663	Abl interactor 2 OS=Homo sapiens (Human) OX=9606 GN=ABI2 PE=1 SV=1	9	1	0.111	4	4	1	1	0	0	1.375	0.000	0.000	sp|Q8IZP0|ABI1_HUMAN, sp|Q9NYB9|ABI2_HUMAN
4807.0	1	sp|Q9NYF8|BCLF1_HUMAN	 	27.8	920	106121	Bcl-2-associated transcription factor 1 OS=Homo sapiens (Human) OX=9606 GN=BCLAF1 PE=1 SV=2	88	83	0.943	30	28	30	28	27	28	28.933	27.491	28.933	sp|Q9NYF8|BCLF1_HUMAN, sp|Q9Y2W1|TR150_HUMAN
4808.0	1	sp|Q9NYH9|UTP6_HUMAN	 	5.2	597	70193	U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens (Human) OX=9606 GN=UTP6 PE=2 SV=2	3	3	1.000	0	0	3	0	0	3	0.000	0.000	3.000	 
4809.0	1	sp|Q9NYJ1|COA4_HUMAN	 	29.9	87	10134	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=COA4 PE=1 SV=2	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
4810.0	1	sp|Q9NYK5|RM39_HUMAN	 	16.9	338	38711	39S ribosomal protein L39, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL39 PE=1 SV=3	8	8	1.000	2	3	3	2	3	3	2.000	3.000	3.000	 
